loan_id,origination_date,state,region,employment_status,income,credit_score,debt_to_income,loan_purpose,loan_type,loan_term,property_value,loan_to_value,loan_amount,interest_rate,loan_status,default_risk,approval_flag,loan_size_band,income_band,origination_year,origination_month
1178,2024-02-07,TX,South,Full-Time,83543,785,48.5,Purchase,Conventional,30,411190,78.51,322825,5.83,Approved,Medium,1,Large,Middle,2024,2
1179,2024-05-24,IL,Midwest,Full-Time,114261,677,35.52,Purchase,FHA,15,273089,90.9,248238,6.56,Approved,Medium,1,Medium,High,2024,5
1180,2024-10-03,FL,South,Full-Time,172041,665,30.41,Purchase,Conventional,30,317448,78.07,247832,6.48,Approved,Medium,1,Medium,High,2024,10
1181,2024-06-29,WA,West,Full-Time,239286,670,51.84,Purchase,FHA,30,575870,90.38,520471,6.99,Pending,High,0,Large,High,2024,6
1182,2025-04-01,CA,West,Full-Time,82870,657,52.99,Purchase,VA,30,534161,95.59,510604,7.43,Denied,High,0,Large,Middle,2025,4
1183,2025-04-04,FL,South,Part-Time,84060,723,21.05,Purchase,Conventional,15,422958,74.68,315865,5.82,Approved,Low,1,Large,Middle,2025,4
1184,2024-02-14,FL,South,Full-Time,110747,720,40.12,Refinance,Conventional,30,636756,86.16,548629,6.09,Approved,Medium,1,Large,High,2024,2
1185,2025-01-22,PA,Northeast,Full-Time,73583,767,26.28,Purchase,VA,30,425251,88.92,378133,5.69,Approved,Low,1,Large,Middle,2025,1
1186,2024-03-06,IL,Midwest,Full-Time,84956,651,27.06,Purchase,Conventional,30,384479,81.78,314427,7.08,Approved,Medium,1,Large,Middle,2024,3
1187,2024-01-17,IL,Midwest,Full-Time,45449,776,39.09,Purchase,Conventional,30,310660,87.28,271144,5.85,Approved,Medium,1,Medium,Low,2024,1
1188,2025-05-25,WA,West,Full-Time,84599,657,35.35,Purchase,Conventional,30,456469,71.78,327653,6.94,Approved,Medium,1,Large,Middle,2025,5
1189,2025-05-18,CA,West,Full-Time,102037,717,33.29,Purchase,Conventional,30,693241,81.57,565477,5.99,Approved,Medium,1,Large,High,2025,5
1190,2024-07-16,TX,South,Self-Employed,114230,778,33.6,Purchase,Conventional,30,410955,86.22,354325,5.86,Approved,Low,1,Large,High,2024,7
1191,2024-07-02,WA,West,Self-Employed,247979,773,29.09,Refinance,FHA,30,432796,93.22,403452,5.64,Approved,Medium,1,Large,High,2024,7
1192,2024-09-09,CA,West,Full-Time,125841,585,34.91,Purchase,Conventional,30,791611,74.03,586030,7.89,Pending,Medium,0,Large,High,2024,9
1193,2025-04-10,AZ,West,Full-Time,108744,643,41.07,Refinance,FHA,15,308529,94.17,290542,7.43,Pending,High,0,Medium,High,2025,4
1194,2025-03-24,TX,South,Full-Time,88924,597,30.05,Purchase,FHA,30,359657,93.63,336747,8,Pending,High,0,Large,Middle,2025,3
1195,2024-03-07,CA,West,Self-Employed,118591,734,51.43,Purchase,Conventional,15,602992,82.61,498132,6.07,Pending,Medium,0,Large,High,2024,3
1196,2024-08-25,TX,South,Part-Time,41193,632,32.03,Purchase,Conventional,30,350234,86.91,304388,7.05,Pending,Medium,0,Large,Low,2024,8
1197,2025-03-24,OH,Midwest,Full-Time,61296,688,37.63,Purchase,FHA,30,279499,92.3,257978,7.05,Approved,Medium,1,Medium,Middle,2025,3
1198,2024-10-28,PA,Northeast,Full-Time,115228,731,45.37,Refinance,Conventional,30,268439,74.57,200175,6.09,Approved,Medium,1,Medium,High,2024,10
1199,2025-03-13,AZ,West,Full-Time,236854,670,30.2,Purchase,Conventional,30,413150,76.43,315771,6.47,Approved,Medium,1,Large,High,2025,3
1200,2024-08-10,TX,South,Full-Time,109701,608,37.95,Refinance,Conventional,15,394976,81.22,320800,7.7,Pending,Medium,0,Large,High,2024,8
1201,2024-05-29,CA,West,Self-Employed,58951,701,32.44,Refinance,FHA,30,587781,90.23,530355,6.55,Pending,Medium,0,Large,Middle,2024,5
1202,2025-04-06,TX,South,Full-Time,73694,658,32.3,Refinance,FHA,15,440873,96.17,423988,7.37,Pending,Medium,0,Large,Middle,2025,4
1203,2025-04-16,AZ,West,Full-Time,86739,580,41.5,Purchase,Conventional,30,316055,70.02,221302,7.6,Pending,Medium,0,Medium,Middle,2025,4
1204,2025-05-26,FL,South,Full-Time,67792,691,40.18,Refinance,FHA,15,308563,93.6,288815,6.73,Approved,High,1,Medium,Middle,2025,5
1205,2025-03-29,TX,South,Full-Time,134140,694,31.48,Refinance,VA,15,463842,92.4,428590,6.95,Approved,Medium,1,Large,High,2025,3
1206,2025-05-01,AZ,West,Full-Time,52381,698,48.83,Purchase,Conventional,30,590074,76.89,453708,6.62,Denied,Medium,0,Large,Middle,2025,5
1207,2025-01-26,CA,West,Self-Employed,137545,629,42.58,Purchase,Conventional,30,663773,77.39,513694,7.32,Approved,Medium,1,Large,High,2025,1
1208,2024-04-09,CA,West,Self-Employed,190944,633,33.44,Purchase,Conventional,30,456763,81.98,374454,7.28,Approved,Medium,1,Large,High,2024,4
1209,2025-04-02,CA,West,Full-Time,109027,662,34.89,Refinance,Conventional,15,838811,84.5,708795,6.73,Pending,Medium,0,"Very Large",High,2025,4
1210,2024-12-05,AZ,West,Self-Employed,149769,718,23.53,Purchase,Conventional,30,368527,68.56,252662,6.04,Approved,Low,1,Medium,High,2024,12
1211,2024-05-08,FL,South,Full-Time,178313,705,37.91,Purchase,Conventional,30,318073,81.95,260661,6.24,Approved,Medium,1,Medium,High,2024,5
1212,2025-03-03,NY,Northeast,Part-Time,70087,625,51.43,Refinance,FHA,30,831721,96.37,801530,7.72,Denied,High,0,"Very Large",Middle,2025,3
1213,2024-10-20,GA,South,Full-Time,46377,589,51.83,Purchase,VA,15,249283,83.69,208625,7.32,Denied,High,0,Medium,Low,2024,10
1214,2025-06-22,GA,South,Self-Employed,76367,670,33.43,Purchase,Conventional,30,333456,86.42,288173,6.64,Approved,Medium,1,Medium,Middle,2025,6
1215,2024-08-14,WA,West,Self-Employed,90092,728,35.13,Purchase,Conventional,30,716883,81.4,583543,6.37,Approved,Low,1,Large,Middle,2024,8
1216,2024-08-30,OH,Midwest,Full-Time,152892,685,39.54,Purchase,Conventional,30,182740,70.17,128229,6.58,Approved,Medium,1,Medium,High,2024,8
1217,2024-01-27,OH,Midwest,Full-Time,53234,735,35.87,Purchase,Conventional,30,304546,73.35,223384,5.96,Approved,Low,1,Medium,Middle,2024,1
1218,2024-12-23,OH,Midwest,Self-Employed,45374,621,31.16,Refinance,Conventional,30,292202,82.27,240395,7.21,Approved,Medium,1,Medium,Low,2024,12
1219,2025-06-29,IL,Midwest,Full-Time,55375,728,52.21,Purchase,FHA,30,423101,95.18,402708,6.34,Denied,Medium,0,Large,Middle,2025,6
1220,2024-09-08,TX,South,Self-Employed,48069,687,24.36,Purchase,FHA,30,307208,91.26,280358,7.18,Approved,Medium,1,Medium,Low,2024,9
1221,2024-07-08,FL,South,Full-Time,88434,690,35.02,Refinance,FHA,30,428560,93.42,400361,7.21,Approved,Medium,1,Large,Middle,2024,7
1222,2024-10-22,AZ,West,Full-Time,139427,634,31.6,Refinance,Conventional,15,523656,85.83,449454,6.89,Approved,Medium,1,Large,High,2024,10
1223,2024-11-27,CA,West,Part-Time,84617,687,20.9,Purchase,Conventional,30,814166,82.83,674374,6.79,Approved,Medium,1,"Very Large",Middle,2024,11
1224,2024-12-13,FL,South,Part-Time,74466,707,20.13,Purchase,FHA,30,374847,90.31,338524,6.25,Approved,Medium,1,Large,Middle,2024,12
1225,2025-04-28,CA,West,Self-Employed,61989,688,37.75,Refinance,VA,15,840727,83.09,698560,6.56,Pending,Medium,0,"Very Large",Middle,2025,4
1226,2024-12-10,IL,Midwest,Part-Time,134254,681,32.88,Refinance,FHA,30,482100,96.22,463877,7.14,Approved,Medium,1,Large,High,2024,12
1227,2025-05-05,PA,Northeast,Full-Time,71930,701,41.51,Purchase,Conventional,30,316658,82.48,261180,6.35,Approved,Medium,1,Medium,Middle,2025,5
1228,2024-09-14,CA,West,Full-Time,91416,634,45.39,Refinance,VA,30,503550,84.68,426406,7.25,Denied,High,0,Large,Middle,2024,9
1229,2025-03-20,CA,West,Full-Time,90618,737,39.67,Refinance,VA,30,726768,94.58,687377,6.34,Pending,Medium,0,"Very Large",Middle,2025,3
1230,2024-01-25,PA,Northeast,Self-Employed,211871,785,38.32,Refinance,VA,15,452016,94.23,425935,5.39,Approved,Medium,1,Large,High,2024,1
1231,2024-09-03,WA,West,Full-Time,84418,724,23.19,Refinance,FHA,30,760568,94.02,715086,6.47,Approved,Medium,1,"Very Large",Middle,2024,9
1232,2024-06-30,TX,South,Full-Time,57556,601,27.92,Refinance,VA,15,276809,82.19,227509,7.3,Pending,Medium,0,Medium,Middle,2024,6
1233,2024-09-03,AZ,West,Full-Time,155940,792,51.89,Refinance,Conventional,15,352308,71.12,250561,5.25,Approved,Medium,1,Medium,High,2024,9
1234,2024-01-04,WA,West,Full-Time,119536,669,37.06,Purchase,Conventional,30,665474,69.56,462904,6.56,Approved,Medium,1,Large,High,2024,1
1235,2025-03-15,PA,Northeast,Full-Time,233972,710,23.06,Purchase,Conventional,30,460420,68.01,313132,6.26,Approved,Low,1,Large,High,2025,3
1236,2024-11-21,FL,South,Full-Time,78231,636,39.73,Purchase,FHA,15,376683,94.18,354760,7.36,Pending,High,0,Large,Middle,2024,11
1237,2024-06-29,PA,Northeast,Full-Time,224667,642,45.9,Refinance,FHA,30,250766,94.88,237927,7.52,Denied,High,0,Medium,High,2024,6
1238,2024-03-20,GA,South,Full-Time,58484,663,26.15,Purchase,VA,30,355032,94.92,336996,7.15,Approved,Medium,1,Large,Middle,2024,3
1239,2025-04-26,TX,South,Full-Time,114751,631,44.93,Refinance,VA,30,505034,86.93,439026,7.29,Pending,High,0,Large,High,2025,4
1240,2024-01-02,CA,West,Full-Time,106287,617,20.59,Purchase,Conventional,15,515268,71.26,367180,7.43,Approved,Medium,1,Large,High,2024,1
1241,2024-12-31,TX,South,Part-Time,116690,651,37.01,Purchase,Conventional,30,373490,86.14,321724,7.34,Approved,Medium,1,Large,High,2024,12
1242,2024-07-14,NY,Northeast,Full-Time,77863,703,35.74,Refinance,Conventional,30,609205,75.81,461838,6.02,Approved,Low,1,Large,Middle,2024,7
1243,2024-07-21,CA,West,Full-Time,41003,641,33.3,Refinance,Conventional,30,491891,69.16,340192,7.06,Pending,Medium,0,Large,Low,2024,7
1244,2025-02-07,IL,Midwest,Self-Employed,57448,683,35.45,Purchase,FHA,30,443812,93.06,413011,6.89,Pending,Medium,0,Large,Middle,2025,2
1245,2024-09-24,TX,South,Full-Time,130936,603,51,Purchase,Conventional,30,320641,83.92,269082,7.54,Denied,High,0,Medium,High,2024,9
1246,2024-04-20,CA,West,Self-Employed,66984,598,20.15,Purchase,Conventional,30,890082,85.41,760219,8.03,Denied,Medium,0,"Very Large",Middle,2024,4
1247,2024-02-09,TX,South,Full-Time,67366,653,42.89,Purchase,Conventional,30,457363,73.76,337351,7.2,Approved,Medium,1,Large,Middle,2024,2
1248,2024-07-14,WA,West,Full-Time,61910,760,41.27,Purchase,Conventional,30,762564,83.31,635292,5.62,Approved,Medium,1,"Very Large",Middle,2024,7
1249,2024-05-23,FL,South,Full-Time,62668,651,20.5,Purchase,Conventional,30,385152,80.25,309084,7.2,Approved,Medium,1,Large,Middle,2024,5
1250,2025-01-11,NY,Northeast,Full-Time,76146,671,40.74,Purchase,Conventional,30,770045,82.56,635749,6.64,Pending,Medium,0,"Very Large",Middle,2025,1
1251,2024-10-18,TX,South,Full-Time,77181,744,42.38,Purchase,FHA,30,532313,91.77,488504,6.06,Approved,Medium,1,Large,Middle,2024,10
1252,2025-04-21,IL,Midwest,Self-Employed,62433,663,42.05,Refinance,VA,30,391802,87.88,344316,6.66,Approved,High,1,Large,Middle,2025,4
1253,2024-04-06,FL,South,Full-Time,98978,780,18.54,Purchase,Conventional,30,426319,75.17,320464,5.47,Approved,Low,1,Large,Middle,2024,4
1254,2024-12-20,WA,West,Full-Time,59671,691,40.5,Purchase,Conventional,30,443804,85.95,381450,6.73,Approved,Medium,1,Large,Middle,2024,12
1255,2024-12-31,NY,Northeast,Full-Time,182304,670,49.41,Purchase,FHA,30,637446,94.75,603980,6.87,Pending,High,0,"Very Large",High,2024,12
1256,2025-04-10,IL,Midwest,Full-Time,228093,688,30.03,Purchase,Conventional,30,491169,75.04,368573,6.75,Approved,Low,1,Large,High,2025,4
1257,2024-06-04,TX,South,Full-Time,88113,688,38.46,Purchase,VA,30,523606,86.13,450982,6.87,Approved,Medium,1,Large,Middle,2024,6
1258,2024-07-28,GA,South,Part-Time,66206,734,41.14,Purchase,Conventional,15,269738,81.68,220322,5.78,Approved,Medium,1,Medium,Middle,2024,7
1259,2024-03-30,NY,Northeast,Full-Time,47978,684,41.06,Refinance,VA,30,775076,93.42,724076,6.77,Pending,High,0,"Very Large",Low,2024,3
1260,2025-03-25,WA,West,Self-Employed,104394,683,41.86,Purchase,VA,30,589156,91.59,539608,6.66,Approved,High,1,Large,High,2025,3
1261,2024-07-13,PA,Northeast,Full-Time,39938,656,35.46,Purchase,Conventional,30,432983,70.37,304690,6.92,Pending,Medium,0,Large,Low,2024,7
1262,2024-04-28,NY,Northeast,Full-Time,48060,790,24.12,Purchase,FHA,30,550605,95.49,525773,6.13,Pending,Medium,0,Large,Low,2024,4
1263,2025-04-08,IL,Midwest,Full-Time,44611,686,33.94,Purchase,Conventional,30,457793,82.59,378091,6.94,Pending,Medium,0,Large,Low,2025,4
1264,2024-09-21,AZ,West,Full-Time,188588,593,22.56,Refinance,Conventional,30,541691,81.77,442941,7.58,Pending,Medium,0,Large,High,2024,9
1265,2025-06-11,AZ,West,Self-Employed,55771,737,33.18,Refinance,Conventional,30,490211,86.69,424964,6.06,Approved,Low,1,Large,Middle,2025,6
1266,2024-01-02,OH,Midwest,Full-Time,103891,661,24.94,Purchase,VA,30,383992,86.94,333843,6.85,Approved,Medium,1,Large,High,2024,1
1267,2025-05-14,FL,South,Self-Employed,203964,752,42.76,Purchase,FHA,30,386610,94.71,366158,5.92,Approved,Medium,1,Large,High,2025,5
1268,2024-10-04,PA,Northeast,Part-Time,41629,643,37.4,Purchase,Conventional,15,458523,68.15,312483,7.16,Pending,Medium,0,Large,Low,2024,10
1269,2025-02-15,CA,West,Full-Time,85320,695,21.9,Purchase,FHA,30,792584,93.09,737816,7.11,Pending,Medium,0,"Very Large",Middle,2025,2
1270,2024-12-06,TX,South,Full-Time,217940,736,34.54,Purchase,FHA,30,362152,90.87,329088,6.34,Approved,Medium,1,Large,High,2024,12
1271,2024-01-03,NY,Northeast,Full-Time,107737,616,34.82,Refinance,Conventional,15,387814,79.41,307963,7.28,Pending,Medium,0,Large,High,2024,1
1272,2025-04-28,IL,Midwest,Self-Employed,50181,718,32.34,Refinance,VA,30,452577,84.31,381568,6.04,Approved,Medium,1,Large,Middle,2025,4
1273,2024-04-09,GA,South,Full-Time,57941,679,34.51,Purchase,Conventional,30,243504,75.45,183724,6.89,Approved,Medium,1,Medium,Middle,2024,4
1274,2024-09-18,FL,South,Full-Time,162882,747,37.06,Refinance,VA,15,334983,84.61,283429,5.29,Approved,Low,1,Medium,High,2024,9
1275,2025-04-26,GA,South,Full-Time,242183,727,41.85,Purchase,FHA,30,425685,93.26,396994,6.53,Approved,Medium,1,Large,High,2025,4
1276,2024-05-22,CA,West,Full-Time,40706,691,37.11,Refinance,FHA,30,606481,92.99,563967,6.8,Pending,Medium,0,Large,Low,2024,5
1277,2025-01-01,AZ,West,Full-Time,62702,630,50.69,Refinance,VA,30,365759,94.21,344582,7.22,Denied,High,0,Large,Middle,2025,1
1278,2024-02-02,IL,Midwest,Full-Time,49137,681,37.97,Purchase,Conventional,30,315923,87.11,275201,6.84,Approved,Medium,1,Medium,Low,2024,2
1279,2024-06-21,WA,West,Full-Time,40193,635,29.25,Purchase,VA,30,539876,93.59,505270,7.61,Pending,High,0,Large,Low,2024,6
1280,2025-04-10,NY,Northeast,Full-Time,79868,685,31.42,Purchase,Conventional,30,661553,79.46,525670,6.42,Approved,Low,1,Large,Middle,2025,4
1281,2024-07-04,GA,South,Part-Time,95998,656,35.78,Purchase,VA,30,349665,82.71,289208,7.38,Approved,Medium,1,Medium,Middle,2024,7
1282,2025-02-02,GA,South,Full-Time,73068,632,39.14,Refinance,VA,30,428372,88.06,377224,7.48,Pending,High,0,Large,Middle,2025,2
1283,2024-07-24,AZ,West,Full-Time,40180,633,38.79,Purchase,Conventional,30,471565,84.18,396963,7.3,Pending,High,0,Large,Low,2024,7
1284,2025-03-21,CA,West,Full-Time,83853,680,42.84,Purchase,FHA,30,887332,94.02,834270,7.22,Pending,High,0,"Very Large",Middle,2025,3
1285,2025-03-09,TX,South,Full-Time,104862,723,34,Purchase,Conventional,30,358905,78.78,282745,6.07,Approved,Low,1,Medium,High,2025,3
1286,2025-05-06,PA,Northeast,Full-Time,148179,701,49.04,Purchase,Conventional,30,328644,81.34,267319,6,Pending,Medium,0,Medium,High,2025,5
1287,2024-03-12,IL,Midwest,Full-Time,95505,709,37.67,Purchase,Conventional,30,330833,80.16,265196,6.39,Approved,Medium,1,Medium,Middle,2024,3
1288,2025-01-20,CA,West,Self-Employed,101475,665,49.21,Purchase,FHA,15,700702,94.85,664616,6.95,Denied,High,0,"Very Large",High,2025,1
1289,2024-01-11,TX,South,Full-Time,61782,714,40.04,Refinance,Conventional,30,257728,82.22,211904,6.38,Approved,Medium,1,Medium,Middle,2024,1
1290,2024-02-15,FL,South,Self-Employed,68663,732,31.12,Purchase,FHA,30,641213,92.02,590044,6.26,Pending,Medium,0,Large,Middle,2024,2
1291,2025-05-24,GA,South,Full-Time,134700,665,34.25,Refinance,Conventional,15,300299,85.11,255584,6.41,Approved,Medium,1,Medium,High,2025,5
1292,2024-09-02,IL,Midwest,Self-Employed,117463,688,33.37,Refinance,VA,30,375226,94.95,356277,6.86,Approved,Medium,1,Large,High,2024,9
1293,2025-05-10,OH,Midwest,Full-Time,68945,641,41.32,Purchase,Conventional,30,185417,86.38,160163,7.3,Approved,High,1,Medium,Middle,2025,5
1294,2025-06-05,FL,South,Part-Time,62748,733,37.73,Purchase,Conventional,30,418502,74.27,310821,5.93,Approved,Low,1,Large,Middle,2025,6
1295,2025-01-04,FL,South,Full-Time,60881,791,21.61,Refinance,Conventional,15,630216,79.46,500770,5.25,Approved,Low,1,Large,Middle,2025,1
1296,2025-01-01,OH,Midwest,Full-Time,66335,718,26.44,Purchase,Conventional,15,270088,77.81,210155,6.07,Approved,Low,1,Medium,Middle,2025,1
1297,2024-07-19,NY,Northeast,Full-Time,62469,645,40.82,Purchase,FHA,30,375892,91.45,343753,7.55,Pending,High,0,Large,Middle,2024,7
1298,2024-06-10,WA,West,Full-Time,41804,615,29.56,Refinance,VA,30,438556,82.52,361896,7.44,Denied,Medium,0,Large,Low,2024,6
1299,2024-05-02,AZ,West,Part-Time,160584,581,41.41,Refinance,FHA,30,432319,90.21,389995,7.94,Pending,High,0,Large,High,2024,5
1300,2025-06-06,TX,South,Full-Time,82429,718,37.84,Refinance,Conventional,30,318582,72.87,232151,6.23,Approved,Medium,1,Medium,Middle,2025,6
1301,2025-01-21,FL,South,Full-Time,111075,735,42.54,Purchase,Conventional,30,484122,77.68,376066,6.22,Approved,Low,1,Large,High,2025,1
1302,2024-06-19,NY,Northeast,Full-Time,58707,723,51.4,Purchase,Conventional,30,516563,78.15,403694,5.98,Pending,Medium,0,Large,Middle,2024,6
1303,2025-04-22,CA,West,Full-Time,105344,650,20.86,Refinance,VA,15,645949,83.52,539497,7.23,Approved,Medium,1,Large,High,2025,4
1304,2025-06-21,IL,Midwest,Self-Employed,48487,750,25.99,Purchase,FHA,30,367611,94.71,348164,6.18,Approved,Medium,1,Large,Low,2025,6
1305,2024-09-07,AZ,West,Full-Time,61406,661,31.4,Purchase,Conventional,30,382128,78.88,301423,6.77,Approved,Medium,1,Large,Middle,2024,9
1306,2025-06-08,OH,Midwest,Full-Time,61336,719,30.66,Purchase,Conventional,15,309449,69.92,216367,6.18,Approved,Low,1,Medium,Middle,2025,6
1307,2024-03-17,PA,Northeast,Full-Time,88213,620,37.65,Refinance,VA,30,413821,91.08,376908,7.53,Pending,High,0,Large,Middle,2024,3
1308,2025-04-20,TX,South,Full-Time,60044,743,37.67,Purchase,FHA,30,499349,94.06,469688,5.62,Pending,Medium,0,Large,Middle,2025,4
1309,2024-01-24,TX,South,Full-Time,64091,635,46.86,Refinance,Conventional,30,303420,74.71,226685,6.95,Pending,High,0,Medium,Middle,2024,1
1310,2025-03-25,TX,South,Part-Time,194674,657,35.96,Refinance,Conventional,30,343890,75.28,258880,7.26,Approved,Medium,1,Medium,High,2025,3
1311,2025-06-20,IL,Midwest,Full-Time,89526,739,38.33,Purchase,Conventional,30,351292,78.86,277029,5.93,Approved,Low,1,Medium,Middle,2025,6
1312,2025-01-10,TX,South,Self-Employed,84464,715,29.91,Refinance,FHA,30,347209,91.07,316203,6.52,Approved,Medium,1,Large,Middle,2025,1
1313,2024-08-06,TX,South,Self-Employed,71454,730,50.51,Refinance,Conventional,30,367060,82.47,302714,6.09,Pending,Medium,0,Large,Middle,2024,8
1314,2024-02-14,AZ,West,Full-Time,42669,673,54.31,Refinance,Conventional,30,398873,79.42,316785,6.87,Denied,Medium,0,Large,Low,2024,2
1315,2024-07-20,WA,West,Full-Time,56764,789,25.13,Refinance,VA,15,574271,95.33,547453,5.85,Pending,Medium,0,Large,Middle,2024,7
1316,2024-07-29,FL,South,Self-Employed,117241,761,19.06,Purchase,VA,30,357270,89.33,319149,6.04,Approved,Low,1,Large,High,2024,7
1317,2024-01-21,IL,Midwest,Part-Time,98014,704,39.36,Purchase,Conventional,30,487490,70.63,344314,6.02,Approved,Medium,1,Large,Middle,2024,1
1318,2024-10-30,WA,West,Self-Employed,49046,706,30.84,Purchase,FHA,30,503520,92.36,465051,6.43,Pending,Medium,0,Large,Low,2024,10
1319,2024-06-13,IL,Midwest,Full-Time,195412,661,24.83,Refinance,Conventional,30,487396,79.67,388308,6.51,Approved,Medium,1,Large,High,2024,6
1320,2024-04-29,TX,South,Full-Time,115656,687,42.17,Refinance,Conventional,30,337962,77.74,262732,6.74,Approved,Medium,1,Medium,High,2024,4
1321,2025-01-02,FL,South,Full-Time,100836,643,35.66,Purchase,FHA,15,442074,95.26,421120,7.26,Pending,Medium,0,Large,High,2025,1
1322,2025-04-11,GA,South,Self-Employed,61265,595,33.27,Refinance,Conventional,30,409300,78.62,321792,7.44,Pending,Medium,0,Large,Middle,2025,4
1323,2024-06-05,TX,South,Full-Time,212770,725,32.86,Refinance,VA,30,453606,85.1,386019,6.04,Approved,Low,1,Large,High,2024,6
1324,2024-04-17,FL,South,Full-Time,107181,716,30.72,Purchase,VA,30,464607,91.96,427253,6.38,Approved,Medium,1,Large,High,2024,4
1325,2024-08-04,OH,Midwest,Self-Employed,84086,672,39.01,Purchase,Conventional,30,232479,72.72,169059,6.71,Approved,Medium,1,Medium,Middle,2024,8
1326,2024-08-04,TX,South,Part-Time,46187,740,27.51,Refinance,VA,30,329973,84.2,277837,5.92,Approved,Low,1,Medium,Low,2024,8
1327,2024-12-04,IL,Midwest,Self-Employed,98519,795,39.32,Purchase,Conventional,30,437952,76.41,334639,5.73,Approved,Low,1,Large,Middle,2024,12
1328,2024-03-16,TX,South,Full-Time,125464,692,35.02,Purchase,FHA,15,494851,95.87,474414,6.88,Approved,Medium,1,Large,High,2024,3
1329,2025-03-01,CA,West,Full-Time,79612,709,51.35,Refinance,Conventional,30,626648,84.77,531210,6.27,Denied,Medium,0,Large,Middle,2025,3
1330,2025-04-08,NY,Northeast,Full-Time,125184,636,39.91,Purchase,FHA,30,490790,93.94,461048,7.66,Pending,High,0,Large,High,2025,4
1331,2024-01-11,TX,South,Full-Time,56421,633,29.34,Refinance,Conventional,30,523713,76.52,400745,6.96,Pending,Medium,0,Large,Middle,2024,1
1332,2024-03-15,AZ,West,Full-Time,91716,676,27.35,Purchase,Conventional,15,378438,86.7,328106,6.53,Approved,Medium,1,Large,Middle,2024,3
1333,2024-06-19,PA,Northeast,Part-Time,58542,645,35.11,Refinance,VA,15,482085,87.61,422355,7.14,Pending,Medium,0,Large,Middle,2024,6
1334,2024-03-25,AZ,West,Full-Time,68867,663,21.14,Purchase,VA,15,514197,85.5,439638,6.37,Approved,Medium,1,Large,Middle,2024,3
1335,2024-04-16,IL,Midwest,Full-Time,109480,667,51.41,Purchase,Conventional,30,412230,85.17,351096,6.77,Pending,High,0,Large,High,2024,4
1336,2025-01-08,TX,South,Full-Time,119642,664,20.2,Refinance,FHA,30,350562,90.8,318310,6.73,Approved,Medium,1,Large,High,2025,1
1337,2024-08-22,OH,Midwest,Full-Time,207117,656,38.81,Refinance,VA,30,215929,84.71,182913,7.26,Approved,Medium,1,Medium,High,2024,8
1338,2024-11-29,GA,South,Self-Employed,116350,724,33.57,Purchase,FHA,30,249850,90.42,225914,6.44,Approved,Medium,1,Medium,High,2024,11
1339,2024-05-18,FL,South,Self-Employed,53421,603,29.15,Refinance,FHA,30,410203,95.71,392605,7.89,Denied,High,0,Large,Middle,2024,5
1340,2025-05-31,FL,South,Full-Time,74721,768,18.77,Purchase,Conventional,15,612925,68.58,420344,5.42,Approved,Low,1,Large,Middle,2025,5
1341,2024-09-20,TX,South,Full-Time,85208,652,40.09,Refinance,Conventional,30,325315,70.27,228599,7.12,Approved,Medium,1,Medium,Middle,2024,9
1342,2024-06-08,WA,West,Self-Employed,64342,649,40.79,Refinance,VA,15,735849,86.07,633345,7.1,Pending,High,0,"Very Large",Middle,2024,6
1343,2024-06-09,TX,South,Self-Employed,112042,783,51.93,Refinance,VA,30,324366,93.43,303055,5.71,Pending,Medium,0,Large,High,2024,6
1344,2025-03-22,IL,Midwest,Self-Employed,67292,689,32.94,Refinance,FHA,30,495007,91.75,454169,7.07,Pending,Medium,0,Large,Middle,2025,3
1345,2025-03-26,TX,South,Full-Time,102900,615,45.64,Purchase,Conventional,30,372208,72.68,270521,7.54,Denied,High,0,Medium,High,2025,3
1346,2024-08-05,WA,West,Full-Time,119317,711,22.88,Purchase,FHA,30,705387,91.47,645217,6.4,Approved,Medium,1,"Very Large",High,2024,8
1347,2025-06-07,WA,West,Full-Time,85653,637,49.13,Purchase,FHA,30,663964,90.69,602149,7.46,Denied,High,0,"Very Large",Middle,2025,6
1348,2024-07-13,IL,Midwest,Full-Time,102628,719,41.93,Purchase,VA,30,469353,94.92,445510,6.63,Approved,High,1,Large,High,2024,7
1349,2024-09-29,NY,Northeast,Full-Time,56499,719,30.27,Refinance,FHA,15,507919,92.3,468809,6.07,Pending,Medium,0,Large,Middle,2024,9
1350,2024-01-04,AZ,West,Full-Time,111485,681,41.88,Purchase,Conventional,30,531046,68.62,364404,6.69,Approved,Medium,1,Large,High,2024,1
1351,2024-08-06,WA,West,Part-Time,49850,700,51.99,Purchase,Conventional,30,426625,86.49,368988,6.34,Denied,High,0,Large,Low,2024,8
1352,2024-02-22,OH,Midwest,Self-Employed,114930,720,32.69,Purchase,Conventional,30,389475,78.03,303907,6.07,Approved,Low,1,Large,High,2024,2
1353,2024-11-21,TX,South,Full-Time,103628,654,40.42,Purchase,Conventional,15,399853,83.39,333437,6.92,Approved,Medium,1,Large,High,2024,11
1354,2024-11-18,FL,South,Full-Time,73889,693,32.72,Purchase,Conventional,30,348242,87.87,306000,6.92,Approved,Medium,1,Large,Middle,2024,11
1355,2024-07-31,WA,West,Full-Time,79585,760,35.64,Purchase,VA,30,725175,83.8,607697,5.47,Approved,Low,1,"Very Large",Middle,2024,7
1356,2025-03-29,TX,South,Part-Time,119729,612,42.45,Refinance,Conventional,30,450001,87.2,392401,8.04,Pending,High,0,Large,High,2025,3
